cleaned_Addresses,lat,lng
1238 Michigan St Hammond IN 46320-1413,41.6153268998,-87.4991666041
5926 Calumet Ave Hammond IN 46320-2587,41.6054618424,-87.5089660793
1001 165th St Hammond IN 46324-1347,41.5955897954,-87.504899354
6235 Jefferson Ave Hammond IN 46324-1109,41.599790803,-87.5101040859
6416 Hohman Ave Hammond IN 46324-1020,41.5964900114,-87.5219971919
6915 Grand Ave Hammond IN 46323-2596,41.5869632978,-87.4421522285
6940 Northcote Ave Hammond IN 46324-2262,41.5875107394,-87.4857770658
856 Sibley St Hammond IN 46320-1690,41.6139911125,-87.5073758234
3211 165th St Hammond IN 46323-1296,41.5955986601,-87.4505653179
7025 Madison Ave Hammond IN 46324-1925,41.5861097675,-87.5113733522
5825 Blaine Ave Hammond IN 46320-2369,41.6093903599,-87.5184734458
1317 173rd St Hammond IN 46324-2802,41.5811606319,-87.4965777967
13313 Parrish St Cedar Lake IN 46303-9219,41.3757810488,-87.4505639609
3640 Orchard Dr Hammond IN 46323,41.5752854563,-87.4407641537
4727 Pine Ave Hammond IN 46327-1620,41.6278405371,-87.5062543275
7006 Marshall Ave Hammond IN 46323-2115,41.586435099,-87.4628811359
2600 S 600 W Russiaville IN 46979-0247,None,None
10120 W 133rd St Cedar Lake IN 46303-9704,41.3773277127,-87.4567004956
2600 S 600 W Russiaville IN 46979-0247,None,None
12245 W 109th Ave Cedar Lake IN 46303,41.4212030633,-87.4826208006
2600 S 600 W Russiaville IN 46979-0247,None,None
10631 W 141st St Cedar Lake IN 46303,41.3627380174,-87.4609985607
500 Jackson St Gaston IN 47342-9729,40.3160131445,-85.4964993978
10000 N Cr 600 W Gaston IN 47342-9801,40.2794885394,-85.5007624271
2941 41st St Highland IN 46322-2798,41.5447418302,-87.4566081308
9135 Erie St Highland IN 46322-2797,41.547282343,-87.4603544447
2901 100th St Highland IN 46322-3362,41.5322679375,-87.4580723296
36 E 8th St Hobart IN 46342-5144,41.5254577242,-87.2585609289
9340 Fifth St Highland IN 46322,41.5438274841,-87.4567786818
301 E 10th St Hobart IN 46342-5999,41.5217562172,-87.2556494826
130 N Liberty St Hobart IN 46342-3361,41.5390198748,-87.2428541966
8220 Fifth St Highland IN 46322-1264,41.5642105544,-87.4568170496
9221 Johnston St Highland IN 46322-2899,41.5456412718,-87.4447339609
3300 Jay St Hobart IN 46342-1230,41.5574572969,-87.2572787592
3333 W Old Ridge Rd Hobart IN 46342-4241,41.5470131049,-87.3000515985
2915 E 35th Ave Lake Station IN 46405-2910,41.5546729923,-87.3022800987
2211 E Tenth St Hobart IN 46342-5313,41.5216732358,-87.2319005107
3350 Indiana St Hobart IN 46342-1061,41.5570442149,-87.2785451122
1151 W 500 N Huntington IN 46750-2193,40.9027328708,-85.4888401678
450 Macgahan St Huntington IN 46750-1399,40.890266322,-85.5079246171
509 E Jefferson St Andrews IN 46702-0428,40.8584029615,-85.5955506084
3300 Indiana St Hobart IN 46342-1061,41.5582791541,-87.2785871294
2932 W 300 S Huntington IN 46750-9271,40.785278541,-85.5065108253
4524 W 800 N Huntington IN 46750-9753,40.945689733,-85.539177213
2037 E Taylor St Huntington IN 46750-2498,40.8745129679,-85.4681904072
423 W Vine St Roanoke IN 46783-9146,40.9605526675,-85.3792998126
1063 E 900 S Warren IN 46792-0554,59.936465289,10.916945972
5801 E 16th St Indianapolis IN 46218-5101,39.7889127151,-86.0684705772
2465 Waterworks Rd Huntington IN 46750-9391,40.8594702347,-85.5044779717
1500 E Michigan St Indianapolis IN 46201-3098,39.7743179018,-86.1330516352
1360 E Tipton St Huntington IN 46750,40.8981569854,-85.4739294955
3150 E 10th St Indianapolis IN 46201-2482,39.7813775393,-86.1114100051
8620 Montery Rd Indianapolis IN 46226-5499,39.8304278606,-86.0162604942
5002 W 34th St Indianapolis IN 46224-1519,39.8166279418,-86.2450302881
3650 Cold Spring Rd Indianapolis IN 46222-1995,39.8207306202,-86.2020861981
1115 Broad Ripple Ave Indianapolis IN 46220-2098,39.8693333767,-86.137556423
4700 English Ave Indianapolis IN 46201-4799,39.7602405835,-86.0899830377
1140 Dr M Luther King Jr St Indianapolis IN 46202-2296,39.7782656369,-86.1693623735
1450 S Reisner Indianapolis IN 46221-1807,39.7466504623,-86.1895858483
1002 W 25th St Indianapolis IN 46208-5330,39.8028280222,-86.1792603857
1410 Wade St Indianapolis IN 46203-4399,39.7351081818,-86.135111134
1349 E 54th St Indianapolis IN 46220-3301,39.8511930097,-86.1350901537
5050 E 42nd St Indianapolis IN 46226-4602,39.8330584702,-86.0856412206
3351 W 18th St Indianapolis IN 46222-2671,39.7901528433,-86.2147194183
3920 Baker Dr Indianapolis IN 46236-1619,39.8364538309,-86.0001845416
7151 E 35th St Indianapolis IN 46226-5745,39.8202725658,-86.0421003773
2353 Columbia Ave Indianapolis IN 46205-4523,39.800951513,-86.1368151442
10101 E 38th St Indianapolis IN 46236-1999,39.8262727355,-85.9887650303
150 W 40th St Indianapolis IN 46208-3954,39.8283380592,-86.1610104587
5435 E Washington St Indianapolis IN 46219-6411,39.7705835317,-86.0743693438
1501 E 10th St Indianapolis IN 46201-1909,39.781213199,-86.1326203878
3307 Ashway Dr Indianapolis IN 46224-2120,39.8153108883,-86.2686743047
6150 Gateway Dr Indianapolis IN 46254-2812,39.8286585802,-86.268081048
510 E 46th St Indianapolis IN 46205-1366,39.8395982798,-86.1491208492
3445 N Central Indianapolis IN 46205-3705,39.8184695258,-86.1496588866
3651 N Kiel Ave Indianapolis IN 46224-1226,39.8222411521,-86.262865285
307 Lincoln St Indianapolis IN 46225-1819,39.7454930869,-86.1518796671
5525 W 34th St Indianapolis IN 46224-1399,39.8163831796,-86.2588908149
321 N Linwood Ave Indianapolis IN 46201-3641,39.7726511882,-86.0925644904
5301 Roxbury Rd Indianapolis IN 46226-1547,39.8497850445,-86.0719881584
2033 Sugar Grove Ave Indianapolis IN 46202-1134,39.7945911954,-86.1850449294
2251 S Sloan Ave Indianapolis IN 46203-4849,39.7362504053,-86.0873953482
1601 E 10th St Indianapolis IN 46201-1901,39.781213199,-86.1313802605
2302 E Michigan St Indianapolis IN 46201-3112,39.7744076478,-86.1219207883
653 N Somerset Indianapolis IN 46222-3327,39.776140797,-86.221754579
4065 Asbury St Indianapolis IN 46227-8601,39.7072414363,-86.1282251609
1720 W Wilkins St Indianapolis IN 46221-1540,39.7531551813,-86.1902989477
1733 Spann Ave Indianapolis IN 46203-1351,39.7587836683,-86.1296599321
1250 E Market St Indianapolis IN 46202-3714,39.7681184279,-86.1369410214
3330 N Pennsylvania Indianapolis IN 46205-3402,39.8168400685,-86.1544158686
2701 Devon Ave Indianapolis IN 46219-1315,39.8072314087,-86.0225951703
725 N New Jersey St Indianapolis IN 46202-3322,39.7772294047,-86.1504052673
5801 E 30th St Indianapolis IN 46218-3315,39.8108766335,-86.0669587511
777 S White River Pkwy W Dr Indianapolis IN 46221,39.75646076,-86.1763850139
2215 W Washington St Indianapolis IN 46222,39.7660134738,-86.1989077872
3401 N Meridian Indianapolis IN 46208-4436,39.8181804325,-86.1567644193
5111 Evanston Ave Indianapolis IN 46205-1366,39.8458117399,-86.1265747646
1163 N Belmont Ave Indianapolis IN 46222,39.7840909019,-86.1967643709
440 E 57th St Indianapolis IN 46220,39.8571477213,-86.1511512091
2020 Dawson St Indianapolis IN 46203,39.7396397775,-86.1282461402
3426 Roosevelt Ave Indianapolis IN 46218,39.7991010266,-86.1087947271
2424 Kessler Blvd E Dr Indianapolis IN 46220,39.8623984508,-86.1213496765
4326 Patricia St Indianapolis IN 46222,39.8102583001,-86.2338318401
777 S White River Pkwy W Dr Indianapolis IN 46221,39.75646076,-86.1763850139
545 E 19th St Indianapolis IN 46202,39.7920599222,-86.1489327084
3421 N Keystone Ave Indianapolis IN 46218-1133,39.8187492132,-86.1215944387
1140 Dr M Luther King Jr St Indianapolis IN 46202,39.7782656369,-86.1693623735
2215 W Washington St Indianapolis IN 46222,39.7660134738,-86.1989077872
5525 W 34th St Indianapolis IN 46224,39.8163831796,-86.2588908149
3401 N Meridian St Indianapolis IN 46208,39.8181804325,-86.1567644193
10101 E 38th St Indianapolis IN 46235,39.8262634086,-85.9897306162
777 S White River Pkwy W Dr Indianapolis IN 46221,39.75646076,-86.1763850139
4586 N Us 421 Osgood IN 47037-9804,39.1418713321,-85.2960865321
1115 Broad Ripple Ave Indianapolis IN 46220,39.8693333767,-86.137556423
3725 N Kiel Ave Indianapolis IN 46224,39.8228110975,-86.2628746092
350 E 500 N Bryant IN 47326-9802,40.511847827,-84.9758409903
4544 N Us 421 Osgood IN 47037-9804,39.140712651,-85.2951132696
705 E Tallman St Portland IN 47371-2099,40.4318234471,-84.9666006388
2411 Indpls Ave Indianapolis IN 46208-5536,39.8013209869,-86.1678742869
225 E Water St Portland IN 47371-2298,40.4323630889,-84.9755099786
414 Floral Ave Portland IN 47371-2914,40.4210480878,-84.9728409068
800 High St Portland IN 47371-1299,40.4351175253,-84.9875378579
2072 W Sr 67 Portland IN 47371-9802,40.4293201014,-85.0208845332
234 Pearl St Dunkirk IN 47336-1430,40.3704357449,-85.2154306455
140 Highland Ave Dunkirk IN 47336-1099,40.3792182479,-85.2054208296
390 W Pleasant St Pennville IN 47369-9801,40.4960035613,-85.1520405506
800 W Walnut North Vernon IN 47265-1461,38.9999246498,-85.6446277546
6 W Main St Redkey IN 47373-9789,40.3507359219,-85.1500476305
7910 S Cr 90 W Commiskey IN 47227-9590,38.8697763191,-85.6278254024
6320 N Hwy 7 Scipio IN 47273-9444,39.0761736929,-85.7139723309
55 S Cr 685 W Hayden IN 47245-9998,38.9823528548,-85.7380793715
810 W Walnut North Vernon IN 47265-1461,38.9999140729,-85.6446631033
4275 E Us Hwy 50 North Vernon IN 47265-9293,39.0278541607,-85.5332330162
1000 S Halleck Demotte IN 46310-0340,41.1928703453,-87.1986664818
820 W Walnut North Vernon IN 47265-1461,38.999903496,-85.644698453
5258 W Sr 10 Wheatfield IN 46392-9254,52.365179973,4.870370033
210 W Culver Rd Knox IN 46534-1917,41.2880431675,-86.6260304409
3923 W Sr 10 Wheatfield IN 46392-9254,41.1874549139,-87.1203520701
2800 Apperson Way N Kokomo IN 46901-1458,40.5149306634,-86.1268941211
12345 N 550 W Wheatfield IN 46392,41.1943647649,-87.1507226603
1901 W Blvd Kokomo IN 46902-6027,40.4617859996,-86.1572126316
251 S Center St -   158 Wheatfield IN 46392-0158,41.1899857473,-87.0540302456
901 S Main St Knox IN 46534-1918,41.2888299025,-86.6232972636
901 W Havens Kokomo IN 46901-2698,40.4944126076,-86.1413898642
2501 S Berkley Kokomo IN 46902-3099,40.4560607203,-86.1555767405
1450 W Cr 500 N North Vernon IN 47265-5407,39.0585181881,-85.635640306
1600 E Sycamore Kokomo IN 46901-4999,40.4886368898,-86.1109903086
1 Redskin Trl Knox IN 46534-2224,41.2858426397,-86.6267204367
3280 S 9th St Lafayette IN 47909-2989,40.3792403928,-86.8856670637
2326 W Jefferson St Kokomo IN 46901-4120,40.4906677478,-86.1645210459
303 E Superior Kokomo IN 46901-4841,40.4855373161,-86.1286485554
2796 Apperson Way N Kokomo IN 46901,40.5152933321,-86.126892139
919 N Korby St Kokomo IN 46901-3298,40.4937429876,-86.1488897631
2401 Beck Ln Lafayette IN 47909-3299,40.3880926221,-86.8691409608
2910 S 18th St Lafayette IN 47909-3198,40.387359501,-86.8763369662
2727 S Washington Kokomo IN 46902-3597,40.4570048601,-86.1318917742
910 S Cooper Kokomo IN 46901-5647,40.4775706457,-86.1120743594
2101 S 18th St/teal Rd Lafayette IN 47905-2096,40.4090559979,-86.8792566665
1801 S 18th St Lafayette IN 47905-2095,40.3998412016,-86.8765747343
3767 Kimberly Dr Lafayette IN 47905-4343,40.4298632758,-86.8414065434
14600 W 81st St Dyer IN 46311-2699,41.4718728504,-87.5112873518
333 W 77th St Schererville IN 46375-2398,41.4788328781,-87.4600805436
700 S 4th St Lafayette IN 47905-1473,40.4098501227,-86.8930106667
530 N 26th St Lafayette IN 47904-2894,40.4222882151,-86.8676770507
600 Joliet St Dyer IN 46311-1899,41.4933850402,-87.5140788421
611 S 21st St Lafayette IN 46915,40.4111175588,-86.8728231657
2100 Cason St Lafayette IN 47904-2698,40.4206378198,-86.8745851687
225 W 77th Ave Schererville IN 46375-2399,41.4788130643,-87.45792081
210 E Joliet Schererville IN 46375-2015,41.4925780174,-87.4459834133
3101 Elmwood Ave Lafayette IN 47904-1709,40.4352629366,-86.8623435682
1121 Harrison Dyer IN 46311-1499,41.5104538084,-87.5170285212
3601 W 41st Ave Gary IN 46408-3098,41.5443367225,-87.3800360395
8915 W 93rd Ave Saint John IN 46373,41.4497726262,-87.4427105951
8801 Wicker Ave Saint John IN 46373-9703,41.4594115905,-87.4702743014
1824 S Cline Schererville IN 46375-2260,41.4894772035,-87.4321708978
4735 Arthur St Gary IN 46408-4373,41.5325814664,-87.3591837866
8400 Wicker Ave Saint John IN 46373-9712,41.4659502346,-87.4704269865
3900 Calhoun St Gary IN 46408-1798,41.5477811915,-87.4083075357
1 Lemaster Cir Lagrange IN 46761-9805,41.6429203449,-85.4185846107
Market & 3rd Sts Howe IN 46746-0158,None,None
45th/calhoun Sts Gary IN 46408-3498,41.5502657594,-87.3437008262
Myers & Sr 9 -   308 Wolcottville IN 46795-0308,41.5312658014,-85.3672984247
611 W Emeline St Milford IN 46542-0548,41.408538374,-85.8542198377
0805 E 075 N Lagrange IN 46761-9805,41.6523148474,-85.4109843924
5745 N 750 E North Webster IN 46555-0358,None,None
1 Warrior Path - Bldg 1 Syracuse IN 46567-9132,41.4178418489,-85.755919749
0802 W 400 S Laporte IN 46350-9347,41.5469667178,-86.7164403006
1055 E 075 N Lagrange IN 46761-9805,41.6523736369,-85.4082897637
9850 N Sr 13 Syracuse IN 46567,41.3769512448,-85.7015838729
502 W Brooklyn St Syracuse IN 46567-1463,41.4241763407,-85.7535177246
336 W Johnson Rd Laporte IN 46350-1968,41.6423327836,-86.7646298834
408 10th St Laporte IN 46350-5539,41.5985028875,-86.7239201212
460 Evanston Rd Kingsford Heights IN 46346-9999,41.4819285362,-86.6962631714
306 E 18th St Laporte IN 46350-6618,41.5914129464,-86.7167008054
602 'f' St Laporte IN 46350-5565,41.5459491466,-86.7399823394
516 Weller Ave Laporte IN 46350-2932,41.6148366776,-86.7339320559
402 Harrison St Laporte IN 46350-3634,41.6102351506,-86.7170166653
1001 E Ohio St Laporte IN 46350-4301,41.6101185967,-86.7018297608
7600 E 71st St Indianapolis IN 46256-1999,39.8834678037,-86.0343309291
5259 N David St Indianapolis IN 46226-1798,39.8495414479,-86.0502952444
1000 Harrison St Laporte IN 46350-3293,41.6074052342,-86.7224771905
3214 S Sr 104 Laporte IN 46350-9047,41.5586299796,-86.6054342942
7555 E 56th St Indianapolis IN 46226-1358,39.8549133934,-86.0377412806
6333 Lee Rd Indianapolis IN 46236-9774,39.8720001175,-85.9998544418
8502 E 82nd St Indianapolis IN 46256-1520,39.9054381145,-86.017300151
7802 N Hague Rd Indianapolis IN 46256-1799,39.8965905482,-86.0330465111
7510 E 53rd St Indianapolis IN 46226-1916,39.8499782009,-86.0365302176
7001 Johnson Rd Indianapolis IN 46220-4228,39.8821705649,-86.0507148366
10833 E 56th St Indianapolis IN 46236-8848,53.768009677,20.433687638
11825 E 46th St Indianapolis IN 46236,59.320639103,18.057891999
9701 E 63rd St Indianapolis IN 46236-9705,39.872783356,-85.9980000775
200 Tiger Blvd Lawrenceburg IN 47025-1606,39.0993060401,-84.8545858557
6345 Sunnyside Rd Indianapolis IN 46236,39.8744209306,-85.9731252569
7300 E 56th St Indianapolis IN 46226-1306,39.8551080373,-86.0397599852
6702 Oaklandon Rd Indianapolis IN 46236-3099,39.8789991471,-85.9571667692
100 Tiger Blvd Lawrenceburg IN 47025-1694,39.1006272503,-84.8525836221
515 E Williams St Lebanon IN 46052-2259,40.0501927401,-86.4620713154
500 Short St Lawrenceburg IN 47025-1894,39.0966544511,-84.8509423972
1005 Hendricks Dr Lebanon IN 46052-2725,40.0343416036,-86.4548532326
1800 N Grant St Lebanon IN 46052-1298,40.0611132707,-86.4602553171
11650 Fox Rd Indianapolis IN 46236-1306,39.9021081848,-85.9608929806
10501 E Cr 167 S Selma IN 47383-9801,40.1685301538,-85.2634715479
510 Essex Dr Lebanon IN 46052-1589,40.0570460786,-86.4632053794
1500 N Garfield St Lebanon IN 46052-1470,40.0592655775,-86.4771458991
200 S East St Selma IN 47383-0336,40.1919810833,-85.2656649368
3900 E 300 S Lebanon IN 46052-9674,39.9967169576,-86.3959380392
20 E Columbia St Logansport IN 46947-1940,40.7621077306,-86.3711911543
2901 Usher St Logansport IN 46947-3998,40.7532473508,-86.329526144
10 NE H St Linton IN 47441-1155,39.0258447758,-87.1667154473
109 NE I St Linton IN 47441-1464,39.0426656126,-87.1647298098
900 4th St NE Linton IN 47441-9670,39.0425305614,-87.1618857344
10401 E Cr 167 S Selma IN 47383-9801,40.1685920461,-85.2646263259
410 W Miami Ave Logansport IN 46947-2534,40.7559583751,-86.375540926
1 Berry Ln Logansport IN 46947-3999,40.7526195269,-86.3324772918
846 S Cicott St Logansport IN 46947-4627,40.7400208668,-86.3772146326
1300 N 3rd St Logansport IN 46947-1812,40.7624562251,-86.3721002709
201 Brooks Ave Loogootee IN 47553-1309,38.67849009,-86.9200363221
201 Brooks Ave Loogootee IN 47553-1499,38.67849009,-86.9200363221
1 Landis Ln Logansport IN 46947-4043,40.7508511333,-86.3197498074
101 Costello Dr Loogootee IN 47553-1429,38.6771718719,-86.9191959722
3756 E Sr 26 Pine Village IN 47975-9801,40.4500174282,-87.2492285004
1222 S Sr 263 West Lebanon IN 47991-9801,40.2985989071,-87.3865628846
7784 S Strawtown Pike Bunker Hill IN 46914-9665,40.6535126231,-86.0595659003
800 Lanier Dr Madison IN 47250-2185,38.7622873022,-85.4051944752
1224 S Sr 263 West Lebanon IN 47991-9801,40.2985715722,-87.3865628846
714 W Main St Madison IN 47250-3199,38.7378379014,-85.3881555375
701 8th St Madison IN 47250-2164,38.7707027802,-85.4000964677
11700 S/e 00 W Fairmount IN 46928-9312,40.4173231031,-85.6486224496
206 E Monroe St Williamsport IN 47993-1298,40.2849079215,-87.2896690244
743 Clifty Dr Madison IN 47250-1676,38.7747113751,-85.4018900315
11640 S/e 00 W Fairmount IN 46928-9300,40.4173231031,-85.6486224496
256 E 800 S Bunker Hill IN 46914-7701,40.6503481984,-86.0655905442
500 S Sycamore Fairmount IN 46928-2099,40.4121040989,-85.6483501438
2485 N Rykers' Ridge Rd Madison IN 47250-9197,38.7726176941,-85.3344532455
14350 W Mulberry Deputy IN 47230-9999,38.7958050915,-85.6520247108
1115 E Bradford St Marion IN 46952-3040,40.5672176717,-85.6422302339
20 W Woodring Rd Laketon IN 46943-0234,40.9748807526,-85.839280924
594 E 800 S Bunker Hill IN 46914-7700,40.6503680132,-86.0615811075
2909 S Torrence St Marion IN 46953-3540,40.5341398244,-85.6669943282
2009 W Kem Rd Marion IN 46952-1599,40.5744533048,-85.6897303946
1 Squire Dr N Manchester IN 46962-1196,41.0050834242,-85.7672002647
301 River Rd N Manchester IN 46962-1932,40.9967445972,-85.7623008589
750 W 26th St Marion IN 46953-2999,40.5374277953,-85.6673801203
24185 N Hinesley Rd Sheridan IN 46069-9349,40.1402710144,-86.2182742953
3528 S Washington St Marion IN 46953-4299,40.5272678375,-85.6631888605
720 N Miller Ave Marion IN 46952-2350,40.5706117059,-85.6931442427
3030 W 246th St Sheridan IN 46069,40.1444341452,-86.2130538118
